,doc_id,nationality,mean_reaction_time,mean_auc,auc_effect,condition,chosen,reaction_time,auc
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,1215.991752558505,-0.5098627354151593
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,1316.1544638144403,-1.4863183031592802
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,1434.58818358741,-0.9020555527696746
4,4,hungarian,6.968886618787686,-0.9592545945025897,2.702488280240919,control,correct,1118.9874416480625,-1.6112559072062118
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,experimental,incorrect,2499.748390468586,1.7651802931411522
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,experimental,incorrect,2300.0181566077954,0.7949026630137777
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,experimental,correct,2894.588224284933,2.0659214050661148
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,experimental,correct,1857.4009656161645,1.467090197619068
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,experimental,correct,2306.521434314388,2.3321125917748176
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,experimental,correct,2204.886168919092,1.3303234594989837
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1611.6109059558014,-0.3255866552466547
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1077.4421985917018,-0.8784398048842085
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1151.4695380865946,-1.1349884383299962
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1529.0137486114986,-1.1075918512240444
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1287.9583183571929,-0.6092560408521925
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1382.1330267333378,-0.9365732198520943
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1346.2089771966375,-0.38956945729420017
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1592.5877119650816,-0.5773322692536941
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,incorrect,1339.3766818173144,0.362810097929134
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1618.6765429525651,-1.000150917985566
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1358.1594564323702,-0.17680567763552557
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1372.0806700172907,-1.275365138189918
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1173.0180977103903,-1.7107086154033233
5,5,hungarian,7.233471818543362,-0.7513112836937434,2.702488280240919,control,correct,1563.1373453244146,-1.45763763174407
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,experimental,incorrect,1695.2148300553476,1.9865105065190725
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,experimental,correct,1790.496938226486,2.6523167520604782
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,experimental,incorrect,2139.0855845883502,1.8020369352463002
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,experimental,incorrect,2004.5453605566465,2.2242492139291303
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,experimental,correct,2499.653754523726,1.9963667200652244
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,experimental,correct,1774.4868512832459,1.9074322267931731
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,1654.3466529201894,-1.1517374920122998
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,1135.5148832372608,-1.5847010515942959
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,1266.7864437393907,-1.2994866283358242
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,851.1399843547014,-0.6551804881471782
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,1114.2183112575347,-0.45952935305891407
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,1207.9434503221291,-1.6791503572810749
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,937.1169647282808,-1.8751295921416573
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,incorrect,1232.4790342884514,-0.5792388740330442
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,1186.680912068053,0.14016403759248408
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,1303.0847771736214,-0.5445970322725204
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,1026.2696215815292,-1.0930426177546235
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,1290.788631346212,-0.8984868782173495
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,1273.5299936782253,0.3304123800997053
6,6,hungarian,7.072325134080727,-0.8741588573291269,2.702488280240919,control,correct,1958.9115775791536,0.07661114673312863
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,experimental,incorrect,1707.8326108975916,1.0803454418494174
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,experimental,incorrect,1615.7593094926501,1.2740306015760607
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,experimental,correct,2195.1689900147076,1.5419642170819574
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,experimental,incorrect,1760.5419646033326,1.7872445838964948
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,experimental,correct,2824.3014734348862,1.32121887771063
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,experimental,correct,1432.3220245026596,1.2932070487414138
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,897.6154286986297,-0.9440250796077282
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,1006.9669135045531,-0.9337231605077494
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,1053.4727628203277,-1.3371773555341684
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,1190.6929000659538,-1.0879655726345094
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,1053.6944948536911,-2.1875142700671777
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,incorrect,883.5782440253814,-1.89550665959728
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,955.7237932662526,-0.7609904985776725
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,1114.73651631548,-1.15904258267452
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,1234.2622873045634,-1.038863950826527
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,1056.4742640699922,-2.036517943970471
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,746.8825355997087,-1.2341035564313674
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,989.931011959456,-1.4517330348128108
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,1245.1666898750673,-1.3161879852435976
7,7,hungarian,6.905854466434795,-1.0601693719750804,2.702488280240919,control,correct,1016.5523201521194,-0.9092264750343062
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,experimental,correct,2193.254920204522,2.202843948733948
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,experimental,correct,2321.8146047386895,2.0581179481531966
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,experimental,correct,1734.443793851305,2.2014657155259187
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,experimental,correct,1899.5055297642841,2.0609908433544
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,experimental,correct,2488.720849300979,1.4401936373302378
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,experimental,correct,1974.9390323047592,2.2514825836387793
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1050.2632480078462,-0.660435202256081
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1466.9484130493884,-0.8738335657341939
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1171.8842618571073,-0.6657843970482817
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1145.8957835354029,-1.101002342474994
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1113.1439295388054,-1.8918532804374193
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,incorrect,1161.077952778928,-0.5345274782522196
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1317.117985221003,-0.5914376473194229
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1301.9107854861452,-1.1218257834656868
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1384.91079942589,-0.46861802145703313
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1070.394362223409,-0.35180032541765954
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1183.2677072264369,-0.8460334051744997
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1058.5640460255718,-0.5442465747806595
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,913.8678353578883,-0.9312678320809082
8,8,hungarian,7.049347669388813,-0.7115197435808083,2.702488280240919,control,correct,1260.6889702361432,-0.9275755244345083
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,experimental,incorrect,1732.4862951504654,2.1119356811824717
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,experimental,incorrect,2367.0689309103786,1.009073341925994
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,experimental,correct,1484.3493993342695,1.358133979502555
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,experimental,correct,1621.4944784976205,1.6401646619738213
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,experimental,correct,1412.1656507284094,1.0521111984269889
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,experimental,correct,2394.0048754865265,0.9784056482235426
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,969.6100382754272,-0.6222513008886957
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1223.2345531238898,-1.4626632241599231
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1270.3544813548356,-0.3236087655145525
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1091.8321231083912,-0.6777540452015383
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,934.6622642489276,-0.4184051494469139
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1546.369286275427,-1.1619566458161756
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1298.4563716571445,-1.1486602493435025
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1432.5884700123397,-1.0584542494133402
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1184.9423668662862,-1.4810778658948212
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1460.7919466853539,-0.16358204666058818
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1153.5197755593686,-0.1872951135687142
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1192.5405250742615,-0.772873706245962
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1266.1000703025813,-0.8994889111498402
9,9,hungarian,6.978016044274784,-0.7586795352018798,2.702488280240919,control,correct,1010.7427463482054,-1.330334817352649
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,experimental,correct,1854.401100054643,2.8384634549233274
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,experimental,correct,2186.2008300415773,1.7603432902107263
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,experimental,correct,1997.7156589722772,2.2312529137987376
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,experimental,correct,2387.610818770871,1.038841298149277
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,experimental,correct,1854.2400618776296,1.8425505002285685
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,experimental,correct,2256.4219486290126,2.2048163375922565
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,1049.9161494081688,-0.8772703979309123
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,905.6414902866654,-0.9900575098113829
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,1651.4137774546946,-0.49762445841387226
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,1375.0753840709276,-0.41270999593290797
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,1258.9701051030165,-0.8820973195979405
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,1076.2734976038564,-0.9600292531013119
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,1669.0598866924984,0.017381799058587166
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,924.6090758219119,-1.487853767712191
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,943.9304841579731,-0.45330046322760126
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,1226.5436824013275,-1.0477762602082519
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,1083.6534984258478,-1.3245599130668388
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,1092.687693540584,-0.4193798391151615
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,1329.379524276088,-1.0071804065034902
10,10,hungarian,7.100523323416449,-0.9067498745006993,2.702488280240919,control,correct,1138.0838721282248,-0.9178702464308772
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,experimental,correct,1998.257427452566,1.8248872273095162
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,experimental,correct,2333.569132845267,2.2697784980644733
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,experimental,incorrect,1275.6781892767008,1.6846747142491667
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,experimental,correct,1912.6719677773956,1.284144032403878
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,experimental,correct,2089.3502835709173,1.473205895463968
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,experimental,incorrect,3058.6655366865175,1.6589455403080875
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,control,correct,835.8843025801601,-0.7670751717146825
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,control,correct,892.4592660942086,-1.1134979216070082
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,control,correct,910.9089516949629,-0.5929226420072515
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,control,correct,913.1962916286627,-0.7387416615734466
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,control,correct,877.3163907107617,-1.2483180082585417
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,control,correct,905.0345990772927,-0.8750751383781911
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,control,correct,1262.4347519447094,-1.4388991788641166
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,control,correct,920.8996232072196,-1.2309234782008551
11,11,hungarian,6.8987324319664625,-0.8680255893185228,2.702488280240919,control,correct,1209.8084843623396,-0.8756122706736621
